Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
52,4,3328,0.0109,2.4054336638346987e-05,22,1.09
52,5,3326,0,0,12,0
52,5,3327,0,0,12,0
52,5,3328,0.053734,5.658474470502728e-05,12,5.3734
52,6,3326,0,0,2,0
52,6,3327,0,0,2,0
52,6,3328,0,0,2,0
53,1,3326,0.00015776,4.487368814435142e-06,53,0.01577603
53,1,3327,0.000559075,7.529455237957729e-07,53,0.055907537
53,1,3328,0.000560667,4.0824829044754305e-07,53,0.056066667
53,2,3326,0,0,43,0
53,2,3327,0.000910107,2.4922976510961534e-06,43,0.091010721
53,2,3328,0.000926667,0,43,0.092666667
53,3,3326,0,0,33,0
53,3,3327,0.001465408,3.217542432156132e-06,33,0.146540804
53,3,3328,0.001385667,5.071708018228609e-06,33,0.138566667
53,4,3326,0,0,23,0
53,4,3327,0.004074056,2.2168154634526943e-05,23,0.407405639
53,4,3328,0.014900666666666621,7.199537022155989e-06,23,1.490066667
53,5,3326,0,0,13,0
53,5,3327,0,0,13,0
53,5,3328,0.054525333,6.495596799200238e-05,13,5.452533333
53,6,3326,0,0,3,0
53,6,3327,0,0,3,0
53,6,3328,0,0,3,0
54,1,3326,0.000127854,3.3434366522467386e-06,54,0.012785443
54,1,3327,0.000533986,4.964775759372375e-07,54,0.053398581
54,1,3328,0.000534,4.082482904720357e-07,54,0.0534
54,2,3326,0,0,44,0
54,2,3327,0.000873028,1.0295178136438473e-06,44,0.087302794
54,2,3328,0.000881667,0,44,0.088166667
54,3,3326,0,0,34,0
54,3,3327,0.001451864,6.473275614135362e-07,34,0.145186412
54,3,3328,0.001317,4.062019202318015e-06,34,0.1317
54,4,3326,0,0,24,0
54,4,3327,0.004348931,1.944392801198862e-05,24,0.434893142
54,4,3328,0.013464666666666642,7.66304262171601e-06,24,1.346466667
54,5,3326,0,0,14,0
54,5,3327,0,0,14,0
54,5,3328,0.054838333,6.088924371348779e-05,14,5.483833333
