Timestep,ReleaseNumber,StGrid,Mean_Relative_Abundance_Outside,Std_Error_Relative_Abundance_Outside,Aligned_Timestep,%
52,2,3326,0.000938056,1.398996236684079e-06,42,0.093805645
52,2,3327,0.000974718,0,42,0.097471838
52,2,3328,0.000975,0,42,0.0975
52,3,3326,8.230972050362574e-05,2.376076964484561e-06,32,0.008230972
52,3,3327,0.001606398,4.964775759372066e-07,32,0.160639806
52,3,3328,0.001602,8.164965809317931e-07,32,0.1602
52,4,3326,0,0,22,0
52,4,3327,0.017982999,1.74531464636966e-05,22,1.798299905
52,4,3328,0.019477333,2.1473497877753698e-06,22,1.947733333
52,5,3326,0,0,12,0
52,5,3327,0.095312137,8.878665499971744e-05,12,9.531213746
52,5,3328,0.11463699999999996,2.896549671591097e-05,12,11.4637
52,6,3326,0,0,2,0
52,6,3327,0,0,2,0
52,6,3328,0,0,2,0
53,1,3326,0.000535562,1.9689445554144484e-06,53,0.053556191
53,1,3327,0.000561518,2.2203152182000825e-07,53,0.056151772
53,1,3328,0.000561667,0,53,0.056166667
53,2,3326,0.000900743,8.230972050399964e-07,43,0.090074271
53,2,3327,0.000926982,0,43,0.09269816
53,2,3328,0.000926667,0,43,0.092666667
53,3,3326,0.000121544,3.619132608719661e-06,33,0.012154402
53,3,3327,0.001528687,0,33,0.152868703
53,3,3328,0.001528333,0,33,0.152833333
53,4,3326,0,0,23,0
53,4,3327,0.016292451,2.2203152182037234e-07,23,1.629245104
53,4,3328,0.016291333,3.333333333202804e-07,23,1.629133333
53,5,3326,0,0,13,0
53,5,3327,0.083943679,7.598815963084192e-05,13,8.394367948
53,5,3328,0.096086333,2.5562559426717434e-05,13,9.608633333
53,6,3326,0,0,3,0
53,6,3327,0,0,3,0
53,6,3328,0,0,3,0
54,1,3326,0.000510046,1.7023946155695617e-06,54,0.05100459
54,1,3327,0.000534874,2.2203152181998453e-07,54,0.053487394
54,1,3328,0.000535,0,54,0.0535
54,2,3326,0.00085849,1.3989962366929053e-06,44,0.085849038
54,2,3327,0.000881465,0,44,0.088146514
